run_id,sobol_index,prior_mode,family_drawn,regime_state_drawn,accepted,rejection_reason
20260511_090143,101024,nominal,importer,0000011,True,accepted
20260511_090143,101025,nominal,importer,0001100,True,accepted
20260511_090143,101026,nominal,importer,0001011,True,accepted
20260511_090143,101027,nominal,importer,0000100,True,accepted
20260511_090143,101028,nominal,importer,0000111,True,accepted
20260511_090143,101029,nominal,importer,0001010,True,accepted
20260511_090143,101030,nominal,importer,0001111,True,accepted
20260511_090143,101031,nominal,importer,0000010,True,accepted
20260511_090143,101032,nominal,importer,0001011,True,accepted
20260511_090143,101033,nominal,importer,0000110,True,accepted
20260511_090143,101034,nominal,importer,0000011,True,accepted
20260511_090143,101035,nominal,importer,0001110,True,accepted
20260511_090143,101036,nominal,importer,0001111,True,accepted
20260511_090143,101037,nominal,importer,0000000,True,accepted
20260511_090143,101038,nominal,importer,0000111,True,accepted
20260511_090143,101039,nominal,importer,0001000,True,accepted
20260511_090143,101040,nominal,importer,0000101,True,accepted
20260511_090143,101041,nominal,importer,0001010,True,accepted
20260511_090143,101042,nominal,importer,0001101,True,accepted
20260511_090143,101043,nominal,importer,0000010,True,accepted
20260511_090143,101044,nominal,importer,0000001,True,accepted
20260511_090143,101045,nominal,importer,0001111,True,accepted
20260511_090143,101046,nominal,importer,0001001,True,accepted
20260511_090143,101047,nominal,importer,0001000,True,accepted
20260511_090143,101048,nominal,importer,0001101,True,accepted
20260511_090143,101049,nominal,importer,0000100,True,accepted
20260511_090143,101050,nominal,importer,0000101,True,accepted
20260511_090143,101051,nominal,importer,0001100,True,accepted
20260511_090143,101052,nominal,importer,0001001,True,accepted
20260511_090143,101053,nominal,importer,0000110,True,accepted
20260511_090143,101054,nominal,importer,0000001,True,accepted
20260511_090143,101055,nominal,importer,0001110,True,accepted
20260511_090143,101056,nominal,importer,0001001,True,accepted
20260511_090143,101057,nominal,importer,0001000,True,accepted
20260511_090143,101058,nominal,importer,0000000,True,accepted
20260511_090143,101059,nominal,importer,0001111,True,accepted
20260511_090143,101060,nominal,importer,0001101,True,accepted
20260511_090143,101061,nominal,importer,0000010,True,accepted
20260511_090143,101062,nominal,importer,0000110,True,accepted
20260511_090143,101063,nominal,importer,0001011,True,accepted
20260511_090143,101064,nominal,importer,0000001,True,accepted
20260511_090143,101065,nominal,importer,0001110,True,accepted
20260511_090143,101066,nominal,importer,0001010,True,accepted
20260511_090143,101067,nominal,importer,0000111,True,accepted
