run_id,sobol_index,prior_mode,family_drawn,regime_state_drawn,accepted,rejection_reason
20260511_090921,101024,nominal,importer,0000011,True,accepted
20260511_090921,101025,nominal,importer,0001100,True,accepted
20260511_090921,101026,nominal,importer,0001011,True,accepted
20260511_090921,101027,nominal,importer,0000100,True,accepted
20260511_090921,101028,nominal,importer,0000111,True,accepted
20260511_090921,101029,nominal,importer,0001010,True,accepted
20260511_090921,101030,nominal,importer,0001111,True,accepted
20260511_090921,101031,nominal,importer,0000010,True,accepted
20260511_090921,101032,nominal,importer,0001011,True,accepted
20260511_090921,101033,nominal,importer,0000110,True,accepted
20260511_090921,101034,nominal,importer,0000011,True,accepted
20260511_090921,101035,nominal,importer,0001110,True,accepted
20260511_090921,101036,nominal,importer,0001111,True,accepted
20260511_090921,101037,nominal,importer,0000000,True,accepted
20260511_090921,101038,nominal,importer,0000111,True,accepted
20260511_090921,101039,nominal,importer,0001000,True,accepted
20260511_090921,101040,nominal,importer,0000101,True,accepted
20260511_090921,101041,nominal,importer,0001010,True,accepted
20260511_090921,101042,nominal,importer,0001101,True,accepted
20260511_090921,101043,nominal,importer,0000010,True,accepted
20260511_090921,101044,nominal,importer,0000001,True,accepted
20260511_090921,101045,nominal,importer,0001111,True,accepted
20260511_090921,101046,nominal,importer,0001001,True,accepted
20260511_090921,101047,nominal,importer,0001000,True,accepted
20260511_090921,101048,nominal,importer,0001101,True,accepted
20260511_090921,101049,nominal,importer,0000100,True,accepted
20260511_090921,101050,nominal,importer,0000101,True,accepted
20260511_090921,101051,nominal,importer,0001100,True,accepted
20260511_090921,101052,nominal,importer,0001001,True,accepted
20260511_090921,101053,nominal,importer,0000110,True,accepted
20260511_090921,101054,nominal,importer,0000001,True,accepted
20260511_090921,101055,nominal,importer,0001110,True,accepted
20260511_090921,101056,nominal,importer,0001001,True,accepted
20260511_090921,101057,nominal,importer,0001000,True,accepted
20260511_090921,101058,nominal,importer,0000000,True,accepted
20260511_090921,101059,nominal,importer,0001111,True,accepted
20260511_090921,101060,nominal,importer,0001101,True,accepted
20260511_090921,101061,nominal,importer,0000010,True,accepted
20260511_090921,101062,nominal,importer,0000110,True,accepted
20260511_090921,101063,nominal,importer,0001011,True,accepted
20260511_090921,101064,nominal,importer,0000001,True,accepted
20260511_090921,101065,nominal,importer,0001110,True,accepted
20260511_090921,101066,nominal,importer,0001010,True,accepted
20260511_090921,101067,nominal,importer,0000111,True,accepted
20260511_090921,101068,nominal,importer,0000101,True,accepted
20260511_090921,101069,nominal,importer,0001100,True,accepted
20260511_090921,101070,nominal,importer,0001101,True,accepted
20260511_090921,101071,nominal,importer,0000100,True,accepted
20260511_090921,101072,nominal,importer,0001110,True,accepted
20260511_090921,101073,nominal,importer,0000001,True,accepted
20260511_090921,101074,nominal,importer,0000111,True,accepted
20260511_090921,101075,nominal,importer,0001010,True,accepted
20260511_090921,101076,nominal,importer,0001100,True,accepted
