run_id,sobol_index,prior_mode,family_drawn,regime_state_drawn,accepted,rejection_reason
20260511_090501,101024,nominal,importer,0000011,True,accepted
20260511_090501,101025,nominal,importer,0001100,True,accepted
20260511_090501,101026,nominal,importer,0001011,True,accepted
20260511_090501,101027,nominal,importer,0000100,True,accepted
20260511_090501,101028,nominal,importer,0000111,True,accepted
20260511_090501,101029,nominal,importer,0001010,True,accepted
20260511_090501,101030,nominal,importer,0001111,True,accepted
20260511_090501,101031,nominal,importer,0000010,True,accepted
20260511_090501,101032,nominal,importer,0001011,True,accepted
20260511_090501,101033,nominal,importer,0000110,True,accepted
20260511_090501,101034,nominal,importer,0000011,True,accepted
20260511_090501,101035,nominal,importer,0001110,True,accepted
20260511_090501,101036,nominal,importer,0001111,True,accepted
20260511_090501,101037,nominal,importer,0000000,True,accepted
20260511_090501,101038,nominal,importer,0000111,True,accepted
20260511_090501,101039,nominal,importer,0001000,True,accepted
20260511_090501,101040,nominal,importer,0000101,True,accepted
20260511_090501,101041,nominal,importer,0001010,True,accepted
20260511_090501,101042,nominal,importer,0001101,True,accepted
20260511_090501,101043,nominal,importer,0000010,True,accepted
20260511_090501,101044,nominal,importer,0000001,True,accepted
20260511_090501,101045,nominal,importer,0001111,True,accepted
20260511_090501,101046,nominal,importer,0001001,True,accepted
20260511_090501,101047,nominal,importer,0001000,True,accepted
20260511_090501,101048,nominal,importer,0001101,True,accepted
20260511_090501,101049,nominal,importer,0000100,True,accepted
20260511_090501,101050,nominal,importer,0000101,True,accepted
20260511_090501,101051,nominal,importer,0001100,True,accepted
20260511_090501,101052,nominal,importer,0001001,True,accepted
20260511_090501,101053,nominal,importer,0000110,True,accepted
20260511_090501,101054,nominal,importer,0000001,True,accepted
20260511_090501,101055,nominal,importer,0001110,True,accepted
20260511_090501,101056,nominal,importer,0001001,True,accepted
20260511_090501,101057,nominal,importer,0001000,True,accepted
20260511_090501,101058,nominal,importer,0000000,True,accepted
20260511_090501,101059,nominal,importer,0001111,True,accepted
20260511_090501,101060,nominal,importer,0001101,True,accepted
20260511_090501,101061,nominal,importer,0000010,True,accepted
20260511_090501,101062,nominal,importer,0000110,True,accepted
20260511_090501,101063,nominal,importer,0001011,True,accepted
20260511_090501,101064,nominal,importer,0000001,True,accepted
20260511_090501,101065,nominal,importer,0001110,True,accepted
20260511_090501,101066,nominal,importer,0001010,True,accepted
20260511_090501,101067,nominal,importer,0000111,True,accepted
20260511_090501,101068,nominal,importer,0000101,True,accepted
20260511_090501,101069,nominal,importer,0001100,True,accepted
20260511_090501,101070,nominal,importer,0001101,True,accepted
20260511_090501,101071,nominal,importer,0000100,True,accepted
20260511_090501,101072,nominal,importer,0001110,True,accepted
20260511_090501,101073,nominal,importer,0000001,True,accepted
20260511_090501,101074,nominal,importer,0000111,True,accepted
20260511_090501,101075,nominal,importer,0001010,True,accepted
20260511_090501,101076,nominal,importer,0001100,True,accepted
20260511_090501,101077,nominal,importer,0000101,True,accepted
20260511_090501,101078,nominal,importer,0000100,True,accepted
20260511_090501,101079,nominal,importer,0001100,True,accepted
20260511_090501,101080,nominal,importer,0001000,True,accepted
20260511_090501,101081,nominal,importer,0001001,True,accepted
20260511_090501,101082,nominal,importer,0001111,True,accepted
20260511_090501,101083,nominal,importer,0000000,True,accepted
20260511_090501,101084,nominal,importer,0000011,True,accepted
20260511_090501,101085,nominal,importer,0001101,True,accepted
20260511_090501,101086,nominal,importer,0001011,True,accepted
20260511_090501,101087,nominal,importer,0000110,True,accepted
20260511_090501,101088,nominal,importer,0001100,True,accepted
20260511_090501,101089,nominal,importer,0000101,True,accepted
20260511_090501,101090,nominal,importer,0000100,True,accepted
20260511_090501,101091,nominal,importer,0001101,True,accepted
20260511_090501,101092,nominal,importer,0001110,True,accepted
20260511_090501,101093,nominal,importer,0000001,True,accepted
20260511_090501,101094,nominal,importer,0000111,True,accepted
20260511_090501,101095,nominal,importer,0001010,True,accepted
20260511_090501,101096,nominal,importer,0000010,True,accepted
20260511_090501,101097,nominal,importer,0001101,True,accepted
20260511_090501,101098,nominal,importer,0001011,True,accepted
20260511_090501,101099,nominal,importer,0000110,True,accepted
20260511_090501,101100,nominal,importer,0001000,True,accepted
20260511_090501,101101,nominal,importer,0001001,True,accepted
20260511_090501,101102,nominal,importer,0001111,True,accepted
20260511_090501,101103,nominal,importer,0000000,True,accepted
20260511_090501,101104,nominal,importer,0001110,True,accepted
20260511_090501,101105,nominal,importer,0000011,True,accepted
20260511_090501,101106,nominal,importer,0000110,True,accepted
20260511_090501,101107,nominal,importer,0001011,True,accepted
20260511_090501,101108,nominal,importer,0001001,True,accepted
20260511_090501,101109,nominal,importer,0001000,True,accepted
20260511_090501,101110,nominal,importer,0000000,True,accepted
20260511_090501,101111,nominal,importer,0001111,True,accepted
20260511_090501,101112,nominal,importer,0000101,True,accepted
20260511_090501,101113,nominal,importer,0001100,True,accepted
20260511_090501,101114,nominal,importer,0001100,True,accepted
20260511_090501,101115,nominal,importer,0000011,True,accepted
20260511_090501,101116,nominal,importer,0000010,True,accepted
20260511_090501,101117,nominal,importer,0001110,True,accepted
20260511_090501,101118,nominal,importer,0001010,True,accepted
20260511_090501,101119,nominal,importer,0000111,True,accepted
20260511_090501,101120,nominal,importer,0000000,True,accepted
20260511_090501,101121,nominal,importer,0001111,True,accepted
20260511_090501,101122,nominal,importer,0001000,True,accepted
20260511_090501,101123,nominal,importer,0000111,True,accepted
20260511_090501,101124,nominal,importer,0000110,True,accepted
20260511_090501,101125,nominal,importer,0001011,True,accepted
20260511_090501,101126,nominal,importer,0001110,True,accepted
20260511_090501,101127,nominal,importer,0000011,True,accepted
20260511_090501,101128,nominal,importer,0001010,True,accepted
20260511_090501,101129,nominal,importer,0000111,True,accepted
20260511_090501,101130,nominal,importer,0000010,True,accepted
20260511_090501,101131,nominal,importer,0001111,True,accepted
20260511_090501,101132,nominal,importer,0001100,True,accepted
20260511_090501,101133,nominal,importer,0000011,True,accepted
20260511_090501,101134,nominal,importer,0000100,True,accepted
20260511_090501,101135,nominal,importer,0001011,True,accepted
20260511_090501,101136,nominal,importer,0000110,True,accepted
20260511_090501,101137,nominal,importer,0001001,True,accepted
20260511_090501,101138,nominal,importer,0001110,True,accepted
20260511_090501,101139,nominal,importer,0000001,True,accepted
20260511_090501,101140,nominal,importer,0000100,True,accepted
20260511_090501,101141,nominal,importer,0001101,True,accepted
20260511_090501,101142,nominal,importer,0001100,True,accepted
20260511_090501,101143,nominal,importer,0000101,True,accepted
20260511_090501,101144,nominal,importer,0001111,True,accepted
20260511_090501,101145,nominal,importer,0000000,True,accepted
20260511_090501,101146,nominal,importer,0001000,True,accepted
20260511_090501,101147,nominal,importer,0001001,True,accepted
20260511_090501,101148,nominal,importer,0001010,True,accepted
20260511_090501,101149,nominal,importer,0000101,True,accepted
20260511_090501,101150,nominal,importer,0000010,True,accepted
20260511_090501,101151,nominal,importer,0001101,True,accepted
20260511_090501,101152,nominal,importer,0000011,True,accepted
20260511_090501,101153,nominal,importer,0001100,True,accepted
20260511_090501,101154,nominal,importer,0001100,True,accepted
20260511_090501,101155,nominal,importer,0000101,True,accepted
20260511_090501,101156,nominal,importer,0000111,True,accepted
20260511_090501,101157,nominal,importer,0001010,True,accepted
20260511_090501,101158,nominal,importer,0001110,True,accepted
20260511_090501,101159,nominal,importer,0000010,True,accepted
20260511_090501,101160,nominal,importer,0001011,True,accepted
20260511_090501,101161,nominal,importer,0000110,True,accepted
20260511_090501,101162,nominal,importer,0000011,True,accepted
20260511_090501,101163,nominal,importer,0001110,True,accepted
20260511_090501,101164,nominal,importer,0001111,True,accepted
20260511_090501,101165,nominal,importer,0000000,True,accepted
20260511_090501,101166,nominal,importer,0001000,True,accepted
20260511_090501,101167,nominal,importer,0001001,True,accepted
20260511_090501,101168,nominal,importer,0000110,True,accepted
20260511_090501,101169,nominal,importer,0001011,True,accepted
20260511_090501,101170,nominal,importer,0001101,True,accepted
20260511_090501,101171,nominal,importer,0000010,True,accepted
20260511_090501,101172,nominal,importer,0000000,True,accepted
20260511_090501,101173,nominal,importer,0001111,True,accepted
20260511_090501,101174,nominal,importer,0001001,True,accepted
20260511_090501,101175,nominal,importer,0001000,True,accepted
20260511_090501,101176,nominal,importer,0001101,True,accepted
20260511_090501,101177,nominal,importer,0000100,True,accepted
20260511_090501,101178,nominal,importer,0000101,True,accepted
20260511_090501,101179,nominal,importer,0001100,True,accepted
20260511_090501,101180,nominal,importer,0001010,True,accepted
20260511_090501,101181,nominal,importer,0000111,True,accepted
